date,symbol,industry,sector,cmp,marketCap,priceToEarnings,priceToBook,priceToSales,priceToCashflow,enterpriseToEbitda,dividendYield,returnOnEquity,return12M,return6M,return3M,return1M
2024-04-01,MANKIND,Drug Manufacturers - Specialty & Generic,Healthcare,2311.9,92613,48.41,9.89,8.96,43.03,32.99,0,20.43,-9999999999,27.87,9.71,7.56
2024-04-01,BAJAJHLDNG,Asset Management,Financial Services,8407.55,93571,12.88,1.72,12.2,48.2,12.6,1.52,13.4,42.02,23.29,7.54,-6
2024-04-01,DIVISLAB,Drug Manufacturers - Specialty & Generic,Healthcare,3567.95,94718,59.2,6.98,12.07,75.11,37.09,0.84,11.79,26.37,-3.77,-11.47,2.46
2024-04-01,APOLLOHOSP,Medical Care Facilities,Healthcare,6457.25,92846,103.32,13.39,4.87,48.35,39.38,0.23,12.96,49.79,27.93,12.37,6.11
2024-04-01,NHPC,Utilities - Renewable,Utilities,90.5,90908,25.08,2.35,9.44,13.1,19.6,2.56,9.36,125.12,69.95,33.09,0.72
2024-04-01,SHRIRAMFIN,Credit Services,Financial Services,2431.75,91384,12.43,1.87,4.47,-2.94,8.88,2.05,15.05,93.09,31.4,19.79,-0.76
2024-04-01,BOSCHLTD,Auto Parts,Consumer Cyclical,30282.3,89314,35.85,7.41,5.34,71.29,24.27,1.6,20.66,56.34,61.57,35.59,4.64
2024-04-01,TORNTPHARM,Drug Manufacturers - Specialty & Generic,Healthcare,2675.35,90547,54.68,13.21,8.57,27.72,26.67,1.12,24.15,74.05,43.52,15.21,0.25
2024-04-01,ICICIPRULI,Insurance - Life,Financial Services,616.1,88762,104.34,8.07,0.99,-11.75,96.82,0.1,7.73,41.4,10.5,15.29,14.21
2024-04-01,IDBI,Banks - Regional,Financial Services,83.35,89622,15.49,1.75,4.94,-73.11,3.81,1.2,11.33,85.22,19.84,23.85,-4.85
2024-04-01,JSWENERGY,Utilities - Independent Power Producers,Utilities,518.45,85089,49.52,4.08,7.41,13.65,19.41,0.41,8.27,115.26,23.76,26.78,2.94
2024-04-01,JINDALSTEL,Steel,Basic Materials,868.35,87046,14.66,1.96,1.74,14.49,9.68,0.23,13.4,58.98,27.92,16.84,5.53
2024-04-01,BHEL,Specialty Industrial Machinery,Industrials,253.75,88358,1015,3.62,3.85,-23.8,78,0.16,1.15,262.24,98.94,25.62,7.84
2024-04-01,INDHOTEL,Lodging,Consumer Cyclical,601.4,85606,67.99,9.05,12.65,44.24,36.65,0.18,13.31,85.42,47.93,37.24,2.06
2024-04-01,CUMMINSIND,Specialty Industrial Machinery,Industrials,3003.4,83255,48.39,12.59,9.4,64.77,34.74,1.03,26.02,84.3,77.14,53.17,10.17
2024-04-01,ICICIGI,Insurance - Diversified,Financial Services,1697.85,83651,43.78,6.85,3.84,37.74,31.51,0,15.72,58.75,30.28,19.62,3.28
2024-04-01,CGPOWER,Electrical Equipment & Parts,Industrials,514.25,78544,55.12,26.03,9.76,197.85,43.25,0.25,47.29,71.39,19.04,13.76,10.59
2024-04-01,MCDOWELL-N,Beverages - Wineries & Distilleries,Consumer Defensive,1158.3,84250,58.41,11.83,7.44,75.36,37.68,0.34,19.77,53.15,17.5,5.89,-0.77
2024-04-01,HDFCAMC,Asset Management,Financial Services,3785.1,80806,41.64,11.42,31.27,50.04,31.85,1.27,27.46,121.63,42.32,16.07,0.01
2024-04-01,MAXHEALTH,Medical Care Facilities,Healthcare,817.25,79430,75.39,9.45,14.69,70.81,49.21,0.12,12.58,85.28,43.33,20.57,10.93
2024-04-01,SOLARINDS,Specialty Chemicals,Basic Materials,8726.05,78963,94.46,23.89,13.01,56.16,58.08,0.09,25.29,130.09,77.89,30.65,26.88
2024-04-01,MOTHERSON,Auto Parts,Consumer Cyclical,120.15,81419,29.96,3.11,0.83,10.76,10.92,0.54,10.39,79.06,29.54,14.43,0.63
2024-04-01,INDUSTOWER,Telecom Services,Communication Services,315.2,84914,14.07,3.14,2.97,7.33,6.57,0,22.32,120.42,68.74,55.92,19.8
2024-04-01,POLYCAB,Electrical Equipment & Parts,Industrials,5133,77117,43.32,9.42,4.27,59.49,28.57,0.39,21.79,78.23,-3.4,-4,6.77
2024-04-01,OFSS,Software - Infrastructure,Technology,8949.65,77569,34.95,9.87,12.17,43.32,23.72,2.51,28.24,174.21,121.42,100.37,16.08
2024-04-01,SRF,Specialty Chemicals,Basic Materials,2616.6,77563,58.07,6.76,6.01,37.04,30.82,0.28,11.64,8.49,16.44,5.16,9.15
2024-04-01,IRCTC,Railroads,Industrials,970.15,77612,69.85,24.03,18.18,87.98,48.96,0.46,34.4,69.37,37.8,9.47,4.4
2024-04-01,COLPAL,Household & Personal Products,Consumer Defensive,2716.2,73877,55.81,39.41,13.09,61.62,37.32,1.58,70.62,80.2,36.45,8.54,7.16
2024-04-01,LUPIN,Drug Manufacturers - Specialty & Generic,Healthcare,1623.75,73991,38.78,5.18,3.76,20.28,19.42,0.25,13.4,150.42,41.01,16.45,-0.05
2024-04-01,NAUKRI,Internet Content & Information,Communication Services,5709.15,73721,128.53,2.44,29.07,104.97,74.98,0.33,1.9,53.33,40.67,11.37,8.04
2024-04-01,TIINDIA,Conglomerates,Industrials,3724.4,72031,59.99,14.12,4.41,106.69,32.69,0.23,23.54,46.25,23.92,3.39,0.28
2024-04-01,INDIANB,Banks - Regional,Financial Services,529.4,71309,8.47,1.18,2.24,-8.28,1.18,1.5,13.97,83.47,22.29,27.17,0.62
2024-04-01,HINDPETRO,Oil & Gas Refining & Marketing,Energy,312.53,44334,2.77,0.94,0.1,1.86,3.86,4.81,34.13,97.97,87.56,14.7,-9.35
2024-04-01,BERGEPAINT,Specialty Chemicals,Basic Materials,566.45,66037,56.53,12.28,5.9,41.5,33.89,0.47,21.71,16.85,1.11,-6.27,-3.85
2024-04-01,YESBANK,Banks - Regional,Financial Services,24.45,70338,55.57,1.67,5.24,7.29,6.09,0,3.05,62.46,42.15,5.39,-2
2024-04-01,TORNTPOWER,Utilities - Independent Power Producers,Utilities,1422.5,68368,37.29,5.67,2.52,16.05,16.45,1.13,15.2,178.7,94.11,51.7,27.44
2024-04-01,OIL,Oil & Gas E&P,Energy,591,64089,10.12,1.33,1.97,5.86,7.78,3.28,13.11,134.85,101.02,54.19,0.31
2024-04-01,SBICARD,Credit Services,Financial Services,688.05,65432,27.12,5.41,4.94,-12,17.03,0.55,19.93,-7.05,-13.16,-11.01,-4.16
2024-04-01,IDEA,Telecom Services,Communication Services,14,70168,-2.25,-0.67,1.65,3.37,34.01,0,29.99,141.38,22.27,-12.77,-1.41
2024-04-01,MARICO,Household & Personal Products,Consumer Defensive,495.8,64093,43.38,16.73,6.64,44.63,29.99,1.92,38.65,3.33,-13.15,-9.36,-5.43
2024-04-01,GODREJPROP,Real Estate - Development,Real Estate,2389.7,66444,91.63,6.65,21.89,-95.94,64.52,0,7.26,131.77,52.62,18.54,-1.58
2024-04-01,AUROPHARMA,Drug Manufacturers - Specialty & Generic,Healthcare,1113.35,65236,20.56,2.19,2.27,26.8,11.05,0.4,10.63,114.89,26.19,1.96,8.47
2024-04-01,UCOBANK,Banks - Regional,Financial Services,55.15,65938,39.39,2.42,5.8,65.82,3.39,0,12.62,126.95,24.77,38.39,-5.08
2024-04-01,BANKINDIA,Banks - Regional,Financial Services,140.85,64125,9.1,0.91,2.17,-14.45,1.27,1.28,9.3,88.68,28.05,23.12,3.26
2024-04-01,PERSISTENT,Information Technology Services,Technology,3996.65,60747,56.24,12.25,6.19,49.74,33.56,0.67,22.06,73.41,40.41,9.06,-7.04
2024-04-01,MUTHOOTFIN,Credit Services,Financial Services,1563.7,62777,14.52,2.5,6.45,-4.56,10.93,1.41,17.22,59.57,28.61,7.49,18.34
2024-04-01,NMDC,Steel,Basic Materials,212.6,62305,11.18,2.43,2.92,8.43,7.81,0,21.73,90.59,45.82,-2.37,-7.99
2024-04-01,ALKEM,Drug Manufacturers - Specialty & Generic,Healthcare,5009.05,59891,33.35,5.81,4.73,30.74,25.16,0.9,17.41,47.49,44.1,-3.41,-2.03
2024-04-01,PIIND,Agricultural Inputs,Basic Materials,3888.15,58981,35.08,6.76,7.69,28.97,26.1,0.3,19.26,28.31,14.55,11.53,5.7
2024-04-01,LTTS,Information Technology Services,Technology,5602.5,59249,45.45,11.12,6.14,39.69,27.68,0.84,24.47,65.83,23.12,8.08,5.97
2024-04-01,GICRE,Insurance - Reinsurance,Financial Services,344.5,60440,8.75,1.09,1.28,5.42,4.25,2.09,12.5,157.76,57.88,11.27,-11.09
2024-04-01,TATACOMM,Telecom Services,Communication Services,2036.55,58042,59.95,32.49,2.77,18.24,15.96,1.03,54.21,63.51,9.26,17.06,6.87
2024-04-01,JSL,Steel,Basic Materials,719.55,59251,21.84,4.13,1.54,12.3,12.7,0.48,18.9,148.29,44.92,20.67,10.64
2024-04-01,MRF,Auto Parts,Consumer Cyclical,135719.34,57561,27.66,3.45,2.29,17.44,13.15,0.13,12.46,61.48,26.96,4.41,-6.52
2024-04-01,SAIL,Steel,Basic Materials,140.75,58138,18.97,1.02,0.55,19.97,7.99,1.07,5.37,70.19,57.7,14.43,5.83
2024-04-01,PGHH,Household & Personal Products,Consumer Defensive,16596.45,,,,,,,,,24.41,-6.62,-4.45,4.28
2024-04-01,SUZLON,Specialty Industrial Machinery,Industrials,41.35,56289,85.24,14.36,8.66,1694.93,55.45,0,16.84,423.42,47.15,8.1,-6.66
2024-04-01,LINDEINDIA,Specialty Chemicals,Basic Materials,6434.65,54878,126.42,15.82,19.82,125.59,68.51,0.19,12.52,59.67,7.76,14.96,16.16
2024-04-01,SUPREMEIND,Building Products & Equipment,Industrials,4172.35,53001,49.55,10.37,5.23,37.51,30.16,0.67,20.94,65.99,5.5,-6.95,1.09
2024-04-01,CONCOR,Railroads,Industrials,902.25,54974,43.61,4.65,6.35,39.59,23.64,1.22,10.66,55.49,26.56,2.57,-7.75
2024-04-01,OBEROIRLTY,Real Estate - Development,Real Estate,1503.35,54663,28.37,3.95,12.16,19.45,20.73,0.53,13.92,78.42,34.1,4.43,9.87
2024-04-01,ASTRAL,Building Products & Equipment,Industrials,2029.7,54524,99.84,17.1,9.66,66.22,56.44,0.18,17.1,51.81,8.63,6.84,-2.12
2024-04-01,IDFCFIRSTB,Banks - Regional,Financial Services,77.5,54792,18.32,1.7,2.45,4.75,5.08,0,9.12,40.78,-15.53,-9.99,-5.72
2024-04-01,RVNL,Engineering & Construction,Industrials,261.75,54576,34.67,6.24,2.49,18.47,22.37,0.81,18,281.56,52.94,44.77,6.32
2024-04-01,BHARATFORG,Auto Parts,Consumer Cyclical,1148.6,53478,56.22,7.46,3.41,32.13,21.32,0.71,13.27,49.08,8.27,-7.48,-3.01
2024-04-01,CENTRALBK,Banks - Regional,Financial Services,63.35,54994,20.61,1.7,3.11,-9.31,1.66,0,8.24,162.86,24.7,23.97,0.08
2024-04-01,JSWINFRA,Integrated Freight & Logistics,Industrials,247.05,50683,43.85,6.31,13.47,28.11,25.03,0,14.4,-9999999999,49.77,17.5,-3.97
2024-04-01,POLICYBZR,Insurance Brokers,Financial Services,1172.2,52581,808.41,8.96,15.3,6078.67,269.47,0,1.14,83.47,54.5,48.64,4.68
2024-04-01,ASHOKLEY,Farm & Heavy Construction Machinery,Industrials,174.65,51283,20.67,5.7,1.12,-8.19,11.13,1.49,27.58,25.47,0.98,-3.19,1.57
2024-04-01,THERMAX,Specialty Industrial Machinery,Industrials,4288.15,48294,74.86,10.88,5.18,195.28,44.35,0.23,14.53,87.03,36.2,38.52,18.13
2024-04-01,PHOENIXLTD,Real Estate - Diversified,Real Estate,2846.1,50860,46.42,5.38,12.79,23.53,26.44,0.18,11.62,118.77,57.04,27.32,3.81
2024-04-01,GMRINFRA,Airports & Air Services,Industrials,83.55,50431,-90.17,-23.3,5.76,13,20.99,0,25.84,106.04,42.33,4.96,-2.34
2024-04-01,TATAELXSI,Software - Application,Technology,7745.3,48235,60.88,19.25,13.58,68.79,41.36,0.78,31.62,29.97,6.36,-11.09,0
2024-04-01,PATANJALI,Packaged Foods,Consumer Defensive,1387.25,50218,65.62,4.92,1.58,28.76,33.4,0.86,7.5,43.13,12.65,-11.27,-11.42
2024-04-01,SJVN,Utilities - Renewable,Utilities,125.4,49280,53.59,3.5,19.11,37.63,31.65,1.41,6.48,277.14,78.89,34.41,3.47
2024-04-01,PRESTIGE,Real Estate - Diversified,Real Estate,1267.05,50792,36.96,4.5,6.45,39.15,16.3,0.12,12.17,214.25,102.39,5.45,8.53
2024-04-01,ACC,Building Materials,Basic Materials,2544.55,47784,20.51,2.93,2.39,15.95,12.26,0.37,14.31,52.62,26.81,12.23,-5.6
2024-04-01,NYKAA,Internet Retail,Consumer Cyclical,164.55,46996,1456.54,37.23,7.36,187232.04,140.74,0,2.56,32.43,11.48,-2.81,4.64
2024-04-01,SUNDARMFIN,Credit Services,Financial Services,4136.6,45585,31.74,4.11,12.31,-5.37,15.86,0.7,12.96,79.89,34.91,17.15,-1
2024-04-01,UBL,Beverages - Brewers,Consumer Defensive,1779.55,47053,114.74,11.26,5.79,608.46,61.14,0.42,9.81,24.93,14.85,-1.82,4.75
2024-04-01,ABCAPITAL,Financial Conglomerates,Financial Services,181.85,47282,14.04,1.76,1.45,-1.96,12.57,0,12.44,18.43,3.62,6.59,-2.81
2024-04-01,MPHASIS,Information Technology Services,Technology,2461.75,46522,30.08,5.29,3.5,21.34,18.22,2.03,17.68,37.09,1.42,-7.92,-5.94
2024-04-01,BALKRISIND,Auto Parts,Consumer Cyclical,2284.75,44169,30.02,4.99,4.71,21.21,17.45,0.7,16.62,17.08,-9.66,-9.4,1.51
2024-04-01,DIXON,Consumer Electronics,Technology,7592.05,45417,121.55,26.8,2.57,77.73,63.19,0.04,21.7,165.34,45.54,20.19,8.38
2024-04-01,MAHABANK,Banks - Regional,Financial Services,65.15,46136,11.23,2.32,3.6,3.98,1.54,1.9,20.49,163.23,33.37,43.34,7.24
